"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","15.02.2022 07:00 - 15.02.2022 08:00 (UTC)","403","n/e","n/e","n/e","2385","0","n/e","n/e","n/e","n/e","1447","1","1093","160","n/e","n/e","25","n/e","24","n/e","2","957"
"Portugal (PT)","15.02.2022 08:00 - 15.02.2022 09:00 (UTC)","410","n/e","n/e","n/e","2311","0","n/e","n/e","n/e","n/e","1428","1","1151","126","n/e","n/e","27","n/e","295","n/e","1","897"
"Portugal (PT)","15.02.2022 09:00 - 15.02.2022 10:00 (UTC)","394","n/e","n/e","n/e","2221","0","n/e","n/e","n/e","n/e","263","3","484","7","n/e","n/e","28","n/e","683","n/e","3","1050"
"Portugal (PT)","15.02.2022 10:00 - 15.02.2022 11:00 (UTC)","381","n/e","n/e","n/e","2246","0","n/e","n/e","n/e","n/e","299","3","156","49","n/e","n/e","28","n/e","913","n/e","4","848"
"Portugal (PT)","15.02.2022 11:00 - 15.02.2022 12:00 (UTC)","382","n/e","n/e","n/e","2091","0","n/e","n/e","n/e","n/e","91","3","129","55","n/e","n/e","29","n/e","983","n/e","4","826"
"Portugal (PT)","15.02.2022 12:00 - 15.02.2022 13:00 (UTC)","392","n/e","n/e","n/e","1865","0","n/e","n/e","n/e","n/e","0","3","103","2","n/e","n/e","30","n/e","964","n/e","2","866"
"Portugal (PT)","15.02.2022 13:00 - 15.02.2022 14:00 (UTC)","399","n/e","n/e","n/e","1661","0","n/e","n/e","n/e","n/e","0","3","44","0","n/e","n/e","28","n/e","976","n/e","3","962"
"Portugal (PT)","15.02.2022 14:00 - 15.02.2022 15:00 (UTC)","414","n/e","n/e","n/e","1717","0","n/e","n/e","n/e","n/e","0","5","39","0","n/e","n/e","29","n/e","921","n/e","3","1236"
"Portugal (PT)","15.02.2022 15:00 - 15.02.2022 16:00 (UTC)","409","n/e","n/e","n/e","1671","0","n/e","n/e","n/e","n/e","37","163","51","0","n/e","n/e","29","n/e","723","n/e","3","1527"
"Portugal (PT)","15.02.2022 16:00 - 15.02.2022 17:00 (UTC)","405","n/e","n/e","n/e","2351","0","n/e","n/e","n/e","n/e","238","4","148","13","n/e","n/e","28","n/e","430","n/e","3","1536"
"Portugal (PT)","15.02.2022 17:00 - 15.02.2022 18:00 (UTC)","415","n/e","n/e","n/e","2322","0","n/e","n/e","n/e","n/e","504","3","417","138","n/e","n/e","29","n/e","91","n/e","1","1447"
"Portugal (PT)","15.02.2022 18:00 - 15.02.2022 19:00 (UTC)","414","n/e","n/e","n/e","2334","0","n/e","n/e","n/e","n/e","1466","1","829","167","n/e","n/e","29","n/e","0","n/e","3","1526"
"Portugal (PT)","15.02.2022 19:00 - 15.02.2022 20:00 (UTC)","416","n/e","n/e","n/e","2365","0","n/e","n/e","n/e","n/e","1446","1","768","113","n/e","n/e","29","n/e","0","n/e","2","1665"
"Portugal (PT)","15.02.2022 20:00 - 15.02.2022 21:00 (UTC)","415","n/e","n/e","n/e","2312","0","n/e","n/e","n/e","n/e","1430","1","590","173","n/e","n/e","28","n/e","0","n/e","1","1832"
"Portugal (PT)","15.02.2022 21:00 - 15.02.2022 22:00 (UTC)","416","n/e","n/e","n/e","2323","0","n/e","n/e","n/e","n/e","559","2","395","108","n/e","n/e","28","n/e","0","n/e","1","1970"
"Portugal (PT)","15.02.2022 22:00 - 15.02.2022 23:00 (UTC)","416","n/e","n/e","n/e","1975","0","n/e","n/e","n/e","n/e","15","169","179","20","n/e","n/e","28","n/e","0","n/e","2","1958"
"Portugal (PT)","15.02.2022 23:00 - 16.02.2022 00:00 (UTC)","421","n/e","n/e","n/e","1563","0","n/e","n/e","n/e","n/e","50","331","44","0","n/e","n/e","28","n/e","0","n/e","3","1817"
"Portugal (PT)","16.02.2022 00:00 - 16.02.2022 01:00 (UTC)","426","n/e","n/e","n/e","1040","0","n/e","n/e","n/e","n/e","20","792","41","1","n/e","n/e","30","n/e","0","n/e","3","1811"
"Portugal (PT)","16.02.2022 01:00 - 16.02.2022 02:00 (UTC)","429","n/e","n/e","n/e","904","0","n/e","n/e","n/e","n/e","0","1054","37","8","n/e","n/e","30","n/e","0","n/e","3","1847"
"Portugal (PT)","16.02.2022 02:00 - 16.02.2022 03:00 (UTC)","428","n/e","n/e","n/e","873","0","n/e","n/e","n/e","n/e","0","1302","35","0","n/e","n/e","29","n/e","0","n/e","4","1869"
"Portugal (PT)","16.02.2022 03:00 - 16.02.2022 04:00 (UTC)","425","n/e","n/e","n/e","855","0","n/e","n/e","n/e","n/e","0","1647","31","0","n/e","n/e","28","n/e","0","n/e","4","2232"
"Portugal (PT)","16.02.2022 04:00 - 16.02.2022 05:00 (UTC)","422","n/e","n/e","n/e","908","0","n/e","n/e","n/e","n/e","0","1828","28","1","n/e","n/e","27","n/e","0","n/e","5","2274"
"Portugal (PT)","16.02.2022 05:00 - 16.02.2022 06:00 (UTC)","416","n/e","n/e","n/e","992","0","n/e","n/e","n/e","n/e","1","1253","30","8","n/e","n/e","28","n/e","0","n/e","6","2333"
"Portugal (PT)","16.02.2022 06:00 - 16.02.2022 07:00 (UTC)","409","n/e","n/e","n/e","1430","0","n/e","n/e","n/e","n/e","312","35","50","38","n/e","n/e","27","n/e","0","n/e","6","2252"
"Portugal (PT)","16.02.2022 07:00 - 16.02.2022 08:00 (UTC)","419","n/e","n/e","n/e","1618","0","n/e","n/e","n/e","n/e","676","4","263","111","n/e","n/e","27","n/e","27","n/e","5","2206"
"Portugal (PT)","16.02.2022 08:00 - 16.02.2022 09:00 (UTC)","412","n/e","n/e","n/e","1643","0","n/e","n/e","n/e","n/e","442","5","255","168","n/e","n/e","26","n/e","274","n/e","5","1959"
"Portugal (PT)","16.02.2022 09:00 - 16.02.2022 10:00 (UTC)","413","n/e","n/e","n/e","1471","0","n/e","n/e","n/e","n/e","24","444","71","8","n/e","n/e","27","n/e","580","n/e","6","1818"
"Portugal (PT)","16.02.2022 10:00 - 16.02.2022 11:00 (UTC)","410","n/e","n/e","n/e","1425","0","n/e","n/e","n/e","n/e","15","781","60","0","n/e","n/e","29","n/e","736","n/e","6","1830"
"Portugal (PT)","16.02.2022 11:00 - 16.02.2022 12:00 (UTC)","412","n/e","n/e","n/e","1417","0","n/e","n/e","n/e","n/e","0","839","53","0","n/e","n/e","29","n/e","808","n/e","4","1922"
"Portugal (PT)","16.02.2022 12:00 - 16.02.2022 13:00 (UTC)","408","n/e","n/e","n/e","1291","0","n/e","n/e","n/e","n/e","51","1581","55","0","n/e","n/e","28","n/e","789","n/e","6","2173"
"Portugal (PT)","16.02.2022 13:00 - 16.02.2022 14:00 (UTC)","400","n/e","n/e","n/e","1327","0","n/e","n/e","n/e","n/e","0","1669","37","0","n/e","n/e","29","n/e","710","n/e","6","2239"
"Portugal (PT)","16.02.2022 14:00 - 16.02.2022 15:00 (UTC)","392","n/e","n/e","n/e","1358","0","n/e","n/e","n/e","n/e","0","1282","37","0","n/e","n/e","29","n/e","577","n/e","6","2254"
"Portugal (PT)","16.02.2022 15:00 - 16.02.2022 16:00 (UTC)","390","n/e","n/e","n/e","1316","0","n/e","n/e","n/e","n/e","0","1232","39","1","n/e","n/e","29","n/e","461","n/e","6","2193"
"Portugal (PT)","16.02.2022 16:00 - 16.02.2022 17:00 (UTC)","391","n/e","n/e","n/e","1594","0","n/e","n/e","n/e","n/e","0","1121","49","8","n/e","n/e","29","n/e","245","n/e","6","2228"
"Portugal (PT)","16.02.2022 17:00 - 16.02.2022 18:00 (UTC)","391","n/e","n/e","n/e","1571","0","n/e","n/e","n/e","n/e","189","47","51","1","n/e","n/e","29","n/e","58","n/e","5","2171"
"Portugal (PT)","16.02.2022 18:00 - 16.02.2022 19:00 (UTC)","395","n/e","n/e","n/e","1771","0","n/e","n/e","n/e","n/e","1317","1","301","126","n/e","n/e","28","n/e","0","n/e","4","2045"
"Portugal (PT)","16.02.2022 19:00 - 16.02.2022 20:00 (UTC)","400","n/e","n/e","n/e","1746","0","n/e","n/e","n/e","n/e","653","2","409","73","n/e","n/e","28","n/e","0","n/e","3","1962"
"Portugal (PT)","16.02.2022 20:00 - 16.02.2022 21:00 (UTC)","403","n/e","n/e","n/e","1727","0","n/e","n/e","n/e","n/e","522","2","397","70","n/e","n/e","28","n/e","0","n/e","3","1826"
"Portugal (PT)","16.02.2022 21:00 - 16.02.2022 22:00 (UTC)","397","n/e","n/e","n/e","1739","0","n/e","n/e","n/e","n/e","438","49","207","2","n/e","n/e","28","n/e","0","n/e","3","1690"
"Portugal (PT)","16.02.2022 22:00 - 16.02.2022 23:00 (UTC)","406","n/e","n/e","n/e","1388","0","n/e","n/e","n/e","n/e","113","54","126","0","n/e","n/e","28","n/e","0","n/e","4","1770"
"Portugal (PT)","16.02.2022 23:00 - 17.02.2022 00:00 (UTC)","406","n/e","n/e","n/e","1268","0","n/e","n/e","n/e","n/e","0","1027","43","0","n/e","n/e","29","n/e","0","n/e","1","1969"
"Portugal (PT)","17.02.2022 00:00 - 17.02.2022 01:00 (UTC)","414","n/e","n/e","n/e","1051","0","n/e","n/e","n/e","n/e","0","1673","41","1","n/e","n/e","30","n/e","0","n/e","0","2219"
"Portugal (PT)","17.02.2022 01:00 - 17.02.2022 02:00 (UTC)","417","n/e","n/e","n/e","950","0","n/e","n/e","n/e","n/e","0","1562","37","7","n/e","n/e","29","n/e","0","n/e","1","2290"
"Portugal (PT)","17.02.2022 02:00 - 17.02.2022 03:00 (UTC)","420","n/e","n/e","n/e","955","0","n/e","n/e","n/e","n/e","0","1492","37","0","n/e","n/e","29","n/e","0","n/e","1","2302"
"Portugal (PT)","17.02.2022 03:00 - 17.02.2022 04:00 (UTC)","423","n/e","n/e","n/e","988","0","n/e","n/e","n/e","n/e","0","1443","37","0","n/e","n/e","29","n/e","0","n/e","1","2088"
"Portugal (PT)","17.02.2022 04:00 - 17.02.2022 05:00 (UTC)","426","n/e","n/e","n/e","1080","0","n/e","n/e","n/e","n/e","0","1337","35","0","n/e","n/e","28","n/e","0","n/e","0","1760"
"Portugal (PT)","17.02.2022 05:00 - 17.02.2022 06:00 (UTC)","422","n/e","n/e","n/e","1308","0","n/e","n/e","n/e","n/e","4","892","34","1","n/e","n/e","27","n/e","0","n/e","0","1331"
"Portugal (PT)","17.02.2022 06:00 - 17.02.2022 07:00 (UTC)","415","n/e","n/e","n/e","2167","0","n/e","n/e","n/e","n/e","507","40","84","54","n/e","n/e","27","n/e","0","n/e","0","1016"
"Portugal (PT)","17.02.2022 07:00 - 17.02.2022 08:00 (UTC)","416","n/e","n/e","n/e","2292","0","n/e","n/e","n/e","n/e","1099","13","127","48","n/e","n/e","27","n/e","9","n/e","0","814"
"Portugal (PT)","17.02.2022 08:00 - 17.02.2022 09:00 (UTC)","414","n/e","n/e","n/e","2374","0","n/e","n/e","n/e","n/e","833","13","140","48","n/e","n/e","28","n/e","146","n/e","0","542"
"Portugal (PT)","17.02.2022 09:00 - 17.02.2022 10:00 (UTC)","419","n/e","n/e","n/e","2434","0","n/e","n/e","n/e","n/e","207","15","171","47","n/e","n/e","29","n/e","396","n/e","0","307"
"Portugal (PT)","17.02.2022 10:00 - 17.02.2022 11:00 (UTC)","420","n/e","n/e","n/e","1967","0","n/e","n/e","n/e","n/e","23","101","86","0","n/e","n/e","28","n/e","709","n/e","2","118"
"Portugal (PT)","17.02.2022 11:00 - 17.02.2022 12:00 (UTC)","423","n/e","n/e","n/e","2181","0","n/e","n/e","n/e","n/e","0","816","54","8","n/e","n/e","29","n/e","915","n/e","2","50"
"Portugal (PT)","17.02.2022 12:00 - 17.02.2022 13:00 (UTC)","419","n/e","n/e","n/e","2139","0","n/e","n/e","n/e","n/e","0","966","46","0","n/e","n/e","29","n/e","972","n/e","1","45"
"Portugal (PT)","17.02.2022 13:00 - 17.02.2022 14:00 (UTC)","417","n/e","n/e","n/e","2151","0","n/e","n/e","n/e","n/e","0","1209","48","0","n/e","n/e","29","n/e","974","n/e","1","80"
"Portugal (PT)","17.02.2022 14:00 - 17.02.2022 15:00 (UTC)","414","n/e","n/e","n/e","2129","0","n/e","n/e","n/e","n/e","0","1241","44","0","n/e","n/e","29","n/e","926","n/e","0","131"
"Portugal (PT)","17.02.2022 15:00 - 17.02.2022 16:00 (UTC)","414","n/e","n/e","n/e","1976","0","n/e","n/e","n/e","n/e","1","873","47","0","n/e","n/e","29","n/e","782","n/e","1","217"
"Portugal (PT)","17.02.2022 16:00 - 17.02.2022 17:00 (UTC)","418","n/e","n/e","n/e","2140","0","n/e","n/e","n/e","n/e","49","112","55","6","n/e","n/e","29","n/e","530","n/e","0","428"
