"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","22.11.2022 06:00 - 22.11.2022 07:00 (UTC)","342","n/e","n/e","n/e","306","0","n/e","n/e","n/e","n/e","1123","493","606","501","n/e","n/e","27","n/e","0","n/e","4","3398"
"Portugal (PT)","22.11.2022 07:00 - 22.11.2022 08:00 (UTC)","340","n/e","n/e","n/e","333","0","n/e","n/e","n/e","n/e","1330","64","871","757","n/e","n/e","28","n/e","9","n/e","3","3425"
"Portugal (PT)","22.11.2022 08:00 - 22.11.2022 09:00 (UTC)","341","n/e","n/e","n/e","338","0","n/e","n/e","n/e","n/e","1354","63","816","731","n/e","n/e","27","n/e","114","n/e","18","3580"
"Portugal (PT)","22.11.2022 09:00 - 22.11.2022 10:00 (UTC)","343","n/e","n/e","n/e","331","0","n/e","n/e","n/e","n/e","685","65","511","359","n/e","n/e","28","n/e","257","n/e","25","3688"
"Portugal (PT)","22.11.2022 10:00 - 22.11.2022 11:00 (UTC)","342","n/e","n/e","n/e","335","0","n/e","n/e","n/e","n/e","352","176","552","652","n/e","n/e","28","n/e","267","n/e","25","3803"
"Portugal (PT)","22.11.2022 11:00 - 22.11.2022 12:00 (UTC)","336","n/e","n/e","n/e","327","0","n/e","n/e","n/e","n/e","479","483","598","647","n/e","n/e","28","n/e","257","n/e","25","4048"
"Portugal (PT)","22.11.2022 12:00 - 22.11.2022 13:00 (UTC)","333","n/e","n/e","n/e","321","0","n/e","n/e","n/e","n/e","477","386","586","771","n/e","n/e","27","n/e","232","n/e","25","4261"
"Portugal (PT)","22.11.2022 13:00 - 22.11.2022 14:00 (UTC)","332","n/e","n/e","n/e","395","0","n/e","n/e","n/e","n/e","337","479","444","760","n/e","n/e","28","n/e","171","n/e","25","4390"
"Portugal (PT)","22.11.2022 14:00 - 22.11.2022 15:00 (UTC)","334","n/e","n/e","n/e","537","0","n/e","n/e","n/e","n/e","514","470","444","550","n/e","n/e","29","n/e","157","n/e","23","4427"
"Portugal (PT)","22.11.2022 15:00 - 22.11.2022 16:00 (UTC)","329","n/e","n/e","n/e","539","0","n/e","n/e","n/e","n/e","445","65","499","411","n/e","n/e","28","n/e","112","n/e","20","4515"
"Portugal (PT)","22.11.2022 16:00 - 22.11.2022 17:00 (UTC)","331","n/e","n/e","n/e","637","0","n/e","n/e","n/e","n/e","744","63","617","715","n/e","n/e","28","n/e","37","n/e","25","4452"
"Portugal (PT)","22.11.2022 17:00 - 22.11.2022 18:00 (UTC)","321","n/e","n/e","n/e","604","0","n/e","n/e","n/e","n/e","1549","63","837","500","n/e","n/e","26","n/e","0","n/e","23","4406"
"Portugal (PT)","22.11.2022 18:00 - 22.11.2022 19:00 (UTC)","318","n/e","n/e","n/e","631","0","n/e","n/e","n/e","n/e","1756","63","816","370","n/e","n/e","26","n/e","0","n/e","24","4392"
"Portugal (PT)","22.11.2022 19:00 - 22.11.2022 20:00 (UTC)","319","n/e","n/e","n/e","639","0","n/e","n/e","n/e","n/e","1705","63","1159","346","n/e","n/e","27","n/e","0","n/e","23","4383"
"Portugal (PT)","22.11.2022 20:00 - 22.11.2022 21:00 (UTC)","311","n/e","n/e","n/e","567","0","n/e","n/e","n/e","n/e","1548","63","1078","313","n/e","n/e","26","n/e","0","n/e","25","4263"
"Portugal (PT)","22.11.2022 21:00 - 22.11.2022 22:00 (UTC)","313","n/e","n/e","n/e","455","0","n/e","n/e","n/e","n/e","562","180","682","297","n/e","n/e","26","n/e","0","n/e","25","4217"
"Portugal (PT)","22.11.2022 22:00 - 22.11.2022 23:00 (UTC)","314","n/e","n/e","n/e","319","0","n/e","n/e","n/e","n/e","273","300","525","232","n/e","n/e","27","n/e","0","n/e","25","4311"
"Portugal (PT)","22.11.2022 23:00 - 23.11.2022 00:00 (UTC)","316","n/e","n/e","n/e","318","0","n/e","n/e","n/e","n/e","271","716","642","235","n/e","n/e","27","n/e","0","n/e","25","4359"
"Portugal (PT)","23.11.2022 00:00 - 23.11.2022 01:00 (UTC)","323","n/e","n/e","n/e","296","0","n/e","n/e","n/e","n/e","178","954","636","196","n/e","n/e","29","n/e","0","n/e","25","4402"
"Portugal (PT)","23.11.2022 01:00 - 23.11.2022 02:00 (UTC)","317","n/e","n/e","n/e","295","0","n/e","n/e","n/e","n/e","150","1223","586","188","n/e","n/e","27","n/e","0","n/e","25","4435"
"Portugal (PT)","23.11.2022 02:00 - 23.11.2022 03:00 (UTC)","322","n/e","n/e","n/e","297","0","n/e","n/e","n/e","n/e","110","1270","587","187","n/e","n/e","27","n/e","0","n/e","25","4414"
"Portugal (PT)","23.11.2022 03:00 - 23.11.2022 04:00 (UTC)","319","n/e","n/e","n/e","300","0","n/e","n/e","n/e","n/e","380","1545","638","192","n/e","n/e","27","n/e","0","n/e","22","4388"
"Portugal (PT)","23.11.2022 04:00 - 23.11.2022 05:00 (UTC)","311","n/e","n/e","n/e","300","0","n/e","n/e","n/e","n/e","358","1597","572","176","n/e","n/e","24","n/e","0","n/e","14","4372"
"Portugal (PT)","23.11.2022 05:00 - 23.11.2022 06:00 (UTC)","313","n/e","n/e","n/e","364","0","n/e","n/e","n/e","n/e","470","1259","456","206","n/e","n/e","24","n/e","0","n/e","10","4352"
"Portugal (PT)","23.11.2022 06:00 - 23.11.2022 07:00 (UTC)","313","n/e","n/e","n/e","640","0","n/e","n/e","n/e","n/e","656","527","509","237","n/e","n/e","25","n/e","0","n/e","5","4132"
"Portugal (PT)","23.11.2022 07:00 - 23.11.2022 08:00 (UTC)","303","n/e","n/e","n/e","1026","0","n/e","n/e","n/e","n/e","899","65","636","268","n/e","n/e","25","n/e","7","n/e","7","4024"
"Portugal (PT)","23.11.2022 08:00 - 23.11.2022 09:00 (UTC)","317","n/e","n/e","n/e","1362","0","n/e","n/e","n/e","n/e","1195","132","582","380","n/e","n/e","27","n/e","109","n/e","7","3735"
"Portugal (PT)","23.11.2022 09:00 - 23.11.2022 10:00 (UTC)","300","n/e","n/e","n/e","1265","0","n/e","n/e","n/e","n/e","1097","387","717","480","n/e","n/e","26","n/e","320","n/e","8","3316"
"Portugal (PT)","23.11.2022 10:00 - 23.11.2022 11:00 (UTC)","305","n/e","n/e","n/e","1292","0","n/e","n/e","n/e","n/e","985","410","762","347","n/e","n/e","26","n/e","481","n/e","6","2720"
"Portugal (PT)","23.11.2022 11:00 - 23.11.2022 12:00 (UTC)","304","n/e","n/e","n/e","1550","0","n/e","n/e","n/e","n/e","976","410","828","374","n/e","n/e","27","n/e","547","n/e","3","2315"
"Portugal (PT)","23.11.2022 12:00 - 23.11.2022 13:00 (UTC)","301","n/e","n/e","n/e","1335","0","n/e","n/e","n/e","n/e","918","410","664","331","n/e","n/e","26","n/e","601","n/e","8","2188"
"Portugal (PT)","23.11.2022 13:00 - 23.11.2022 14:00 (UTC)","303","n/e","n/e","n/e","1351","0","n/e","n/e","n/e","n/e","845","410","633","372","n/e","n/e","27","n/e","545","n/e","1","2030"
"Portugal (PT)","23.11.2022 14:00 - 23.11.2022 15:00 (UTC)","303","n/e","n/e","n/e","1766","0","n/e","n/e","n/e","n/e","807","399","658","384","n/e","n/e","28","n/e","369","n/e","0","1736"
"Portugal (PT)","23.11.2022 15:00 - 23.11.2022 16:00 (UTC)","305","n/e","n/e","n/e","2091","0","n/e","n/e","n/e","n/e","779","263","640","381","n/e","n/e","29","n/e","247","n/e","2","1428"
"Portugal (PT)","23.11.2022 16:00 - 23.11.2022 17:00 (UTC)","306","n/e","n/e","n/e","2385","0","n/e","n/e","n/e","n/e","951","62","640","412","n/e","n/e","27","n/e","68","n/e","1","1465"
"Portugal (PT)","23.11.2022 17:00 - 23.11.2022 18:00 (UTC)","305","n/e","n/e","n/e","2583","0","n/e","n/e","n/e","n/e","1107","5","906","635","n/e","n/e","27","n/e","1","n/e","3","1378"
"Portugal (PT)","23.11.2022 18:00 - 23.11.2022 19:00 (UTC)","308","n/e","n/e","n/e","2606","0","n/e","n/e","n/e","n/e","1539","1","1133","1004","n/e","n/e","26","n/e","0","n/e","3","1183"
"Portugal (PT)","23.11.2022 19:00 - 23.11.2022 20:00 (UTC)","313","n/e","n/e","n/e","2593","0","n/e","n/e","n/e","n/e","1946","1","1300","1028","n/e","n/e","27","n/e","0","n/e","4","1194"
"Portugal (PT)","23.11.2022 20:00 - 23.11.2022 21:00 (UTC)","325","n/e","n/e","n/e","2358","0","n/e","n/e","n/e","n/e","1507","1","1283","1032","n/e","n/e","26","n/e","0","n/e","5","1224"
"Portugal (PT)","23.11.2022 21:00 - 23.11.2022 22:00 (UTC)","330","n/e","n/e","n/e","2339","0","n/e","n/e","n/e","n/e","625","3","1029","1043","n/e","n/e","25","n/e","0","n/e","6","967"
"Portugal (PT)","23.11.2022 22:00 - 23.11.2022 23:00 (UTC)","329","n/e","n/e","n/e","2208","0","n/e","n/e","n/e","n/e","373","3","596","722","n/e","n/e","25","n/e","0","n/e","8","904"
"Portugal (PT)","23.11.2022 23:00 - 24.11.2022 00:00 (UTC)","330","n/e","n/e","n/e","2111","0","n/e","n/e","n/e","n/e","447","3","633","663","n/e","n/e","26","n/e","0","n/e","10","1028"
"Portugal (PT)","24.11.2022 00:00 - 24.11.2022 01:00 (UTC)","338","n/e","n/e","n/e","1975","0","n/e","n/e","n/e","n/e","477","34","603","562","n/e","n/e","28","n/e","0","n/e","14","1241"
"Portugal (PT)","24.11.2022 01:00 - 24.11.2022 02:00 (UTC)","336","n/e","n/e","n/e","1865","0","n/e","n/e","n/e","n/e","607","79","585","402","n/e","n/e","28","n/e","0","n/e","22","1644"
"Portugal (PT)","24.11.2022 02:00 - 24.11.2022 03:00 (UTC)","325","n/e","n/e","n/e","2040","0","n/e","n/e","n/e","n/e","669","124","519","352","n/e","n/e","27","n/e","0","n/e","20","2073"
"Portugal (PT)","24.11.2022 03:00 - 24.11.2022 04:00 (UTC)","324","n/e","n/e","n/e","2222","0","n/e","n/e","n/e","n/e","887","323","393","351","n/e","n/e","27","n/e","0","n/e","25","2522"
"Portugal (PT)","24.11.2022 04:00 - 24.11.2022 05:00 (UTC)","318","n/e","n/e","n/e","2334","0","n/e","n/e","n/e","n/e","936","350","507","351","n/e","n/e","25","n/e","0","n/e","25","2811"
"Portugal (PT)","24.11.2022 05:00 - 24.11.2022 06:00 (UTC)","315","n/e","n/e","n/e","2356","0","n/e","n/e","n/e","n/e","868","9","520","374","n/e","n/e","25","n/e","0","n/e","25","2928"
"Portugal (PT)","24.11.2022 06:00 - 24.11.2022 07:00 (UTC)","321","n/e","n/e","n/e","2573","0","n/e","n/e","n/e","n/e","1156","7","624","682","n/e","n/e","26","n/e","0","n/e","12","3174"
"Portugal (PT)","24.11.2022 07:00 - 24.11.2022 08:00 (UTC)","328","n/e","n/e","n/e","2534","0","n/e","n/e","n/e","n/e","1035","220","603","839","n/e","n/e","27","n/e","18","n/e","5","3573"
"Portugal (PT)","24.11.2022 08:00 - 24.11.2022 09:00 (UTC)","332","n/e","n/e","n/e","2637","0","n/e","n/e","n/e","n/e","867","110","695","710","n/e","n/e","28","n/e","112","n/e","6","3784"
"Portugal (PT)","24.11.2022 09:00 - 24.11.2022 10:00 (UTC)","328","n/e","n/e","n/e","2638","0","n/e","n/e","n/e","n/e","1432","73","634","691","n/e","n/e","27","n/e","217","n/e","4","3672"
"Portugal (PT)","24.11.2022 10:00 - 24.11.2022 11:00 (UTC)","322","n/e","n/e","n/e","2642","0","n/e","n/e","n/e","n/e","1033","195","737","891","n/e","n/e","27","n/e","324","n/e","3","3256"
"Portugal (PT)","24.11.2022 11:00 - 24.11.2022 12:00 (UTC)","319","n/e","n/e","n/e","2566","0","n/e","n/e","n/e","n/e","1146","89","846","921","n/e","n/e","28","n/e","374","n/e","4","2872"
"Portugal (PT)","24.11.2022 12:00 - 24.11.2022 13:00 (UTC)","307","n/e","n/e","n/e","2521","0","n/e","n/e","n/e","n/e","707","151","1067","713","n/e","n/e","28","n/e","364","n/e","7","2778"
"Portugal (PT)","24.11.2022 13:00 - 24.11.2022 14:00 (UTC)","295","n/e","n/e","n/e","2555","0","n/e","n/e","n/e","n/e","510","413","1158","768","n/e","n/e","27","n/e","340","n/e","7","2487"
"Portugal (PT)","24.11.2022 14:00 - 24.11.2022 15:00 (UTC)","324","n/e","n/e","n/e","2588","0","n/e","n/e","n/e","n/e","493","362","725","996","n/e","n/e","26","n/e","260","n/e","5","2412"
"Portugal (PT)","24.11.2022 15:00 - 24.11.2022 16:00 (UTC)","327","n/e","n/e","n/e","2701","0","n/e","n/e","n/e","n/e","514","173","784","999","n/e","n/e","28","n/e","192","n/e","3","2016"
"Portugal (PT)","24.11.2022 16:00 - 24.11.2022 17:00 (UTC)","329","n/e","n/e","n/e","2664","0","n/e","n/e","n/e","n/e","824","4","1081","1022","n/e","n/e","29","n/e","60","n/e","4","1733"
"Portugal (PT)","24.11.2022 17:00 - 24.11.2022 18:00 (UTC)","331","n/e","n/e","n/e","2728","0","n/e","n/e","n/e","n/e","1059","2","1430","1062","n/e","n/e","28","n/e","1","n/e","10","1477"
"Portugal (PT)","24.11.2022 18:00 - 24.11.2022 19:00 (UTC)","329","n/e","n/e","n/e","2737","0","n/e","n/e","n/e","n/e","1394","1","1742","1006","n/e","n/e","29","n/e","0","n/e","6","1362"
"Portugal (PT)","24.11.2022 19:00 - 24.11.2022 20:00 (UTC)","332","n/e","n/e","n/e","2717","0","n/e","n/e","n/e","n/e","1703","1","1874","1147","n/e","n/e","28","n/e","0","n/e","2","1368"
"Portugal (PT)","24.11.2022 20:00 - 24.11.2022 21:00 (UTC)","321","n/e","n/e","n/e","2707","0","n/e","n/e","n/e","n/e","1516","1","1423","1143","n/e","n/e","28","n/e","0","n/e","6","1453"
"Portugal (PT)","24.11.2022 21:00 - 24.11.2022 22:00 (UTC)","320","n/e","n/e","n/e","2649","0","n/e","n/e","n/e","n/e","953","1","1015","1071","n/e","n/e","28","n/e","0","n/e","6","1615"
"Portugal (PT)","24.11.2022 22:00 - 24.11.2022 23:00 (UTC)","314","n/e","n/e","n/e","2682","0","n/e","n/e","n/e","n/e","600","2","861","940","n/e","n/e","27","n/e","0","n/e","4","1707"
"Portugal (PT)","24.11.2022 23:00 - 25.11.2022 00:00 (UTC)","309","n/e","n/e","n/e","2449","0","n/e","n/e","n/e","n/e","402","31","854","920","n/e","n/e","26","n/e","0","n/e","4","1503"
"Portugal (PT)","25.11.2022 00:00 - 25.11.2022 01:00 (UTC)","315","n/e","n/e","n/e","2342","0","n/e","n/e","n/e","n/e","330","80","844","622","n/e","n/e","26","n/e","0","n/e","9","1502"
"Portugal (PT)","25.11.2022 01:00 - 25.11.2022 02:00 (UTC)","317","n/e","n/e","n/e","2175","0","n/e","n/e","n/e","n/e","363","474","805","357","n/e","n/e","26","n/e","0","n/e","8","2254"
"Portugal (PT)","25.11.2022 02:00 - 25.11.2022 03:00 (UTC)","319","n/e","n/e","n/e","2283","0","n/e","n/e","n/e","n/e","643","413","663","338","n/e","n/e","25","n/e","0","n/e","2","2242"
"Portugal (PT)","25.11.2022 03:00 - 25.11.2022 04:00 (UTC)","323","n/e","n/e","n/e","2344","0","n/e","n/e","n/e","n/e","818","378","648","337","n/e","n/e","26","n/e","0","n/e","2","2016"
"Portugal (PT)","25.11.2022 04:00 - 25.11.2022 05:00 (UTC)","320","n/e","n/e","n/e","2344","0","n/e","n/e","n/e","n/e","925","125","565","388","n/e","n/e","27","n/e","0","n/e","2","1367"
"Portugal (PT)","25.11.2022 05:00 - 25.11.2022 06:00 (UTC)","318","n/e","n/e","n/e","2373","0","n/e","n/e","n/e","n/e","957","96","561","364","n/e","n/e","26","n/e","0","n/e","4","1226"
"Portugal (PT)","25.11.2022 06:00 - 25.11.2022 07:00 (UTC)","318","n/e","n/e","n/e","2447","0","n/e","n/e","n/e","n/e","1656","73","538","358","n/e","n/e","25","n/e","0","n/e","5","1567"
"Portugal (PT)","25.11.2022 07:00 - 25.11.2022 08:00 (UTC)","325","n/e","n/e","n/e","2383","0","n/e","n/e","n/e","n/e","1956","36","816","834","n/e","n/e","25","n/e","11","n/e","4","1679"
"Portugal (PT)","25.11.2022 08:00 - 25.11.2022 09:00 (UTC)","327","n/e","n/e","n/e","2262","0","n/e","n/e","n/e","n/e","2048","63","812","977","n/e","n/e","25","n/e","193","n/e","2","1421"
"Portugal (PT)","25.11.2022 09:00 - 25.11.2022 10:00 (UTC)","331","n/e","n/e","n/e","2202","0","n/e","n/e","n/e","n/e","1089","64","844","974","n/e","n/e","25","n/e","548","n/e","0","1085"
"Portugal (PT)","25.11.2022 10:00 - 25.11.2022 11:00 (UTC)","338","n/e","n/e","n/e","2091","0","n/e","n/e","n/e","n/e","497","745","787","921","n/e","n/e","25","n/e","829","n/e","1","867"
"Portugal (PT)","25.11.2022 11:00 - 25.11.2022 12:00 (UTC)","339","n/e","n/e","n/e","2163","0","n/e","n/e","n/e","n/e","418","775","642","751","n/e","n/e","26","n/e","1006","n/e","2","595"
"Portugal (PT)","25.11.2022 12:00 - 25.11.2022 13:00 (UTC)","334","n/e","n/e","n/e","2050","0","n/e","n/e","n/e","n/e","434","734","595","401","n/e","n/e","26","n/e","1094","n/e","3","474"
"Portugal (PT)","25.11.2022 13:00 - 25.11.2022 14:00 (UTC)","334","n/e","n/e","n/e","2007","0","n/e","n/e","n/e","n/e","415","683","581","348","n/e","n/e","26","n/e","1083","n/e","0","376"
"Portugal (PT)","25.11.2022 14:00 - 25.11.2022 15:00 (UTC)","328","n/e","n/e","n/e","2093","0","n/e","n/e","n/e","n/e","415","564","613","364","n/e","n/e","26","n/e","932","n/e","0","382"
"Portugal (PT)","25.11.2022 15:00 - 25.11.2022 16:00 (UTC)","330","n/e","n/e","n/e","2334","0","n/e","n/e","n/e","n/e","609","330","588","678","n/e","n/e","27","n/e","618","n/e","0","476"
"Portugal (PT)","25.11.2022 16:00 - 25.11.2022 17:00 (UTC)","339","n/e","n/e","n/e","2465","0","n/e","n/e","n/e","n/e","1565","1","789","777","n/e","n/e","27","n/e","190","n/e","0","727"
"Portugal (PT)","25.11.2022 17:00 - 25.11.2022 18:00 (UTC)","341","n/e","n/e","n/e","2571","0","n/e","n/e","n/e","n/e","2325","1","1329","777","n/e","n/e","26","n/e","3","n/e","0","850"
"Portugal (PT)","25.11.2022 18:00 - 25.11.2022 19:00 (UTC)","348","n/e","n/e","n/e","2549","0","n/e","n/e","n/e","n/e","2594","1","1517","718","n/e","n/e","28","n/e","0","n/e","0","834"
"Portugal (PT)","25.11.2022 19:00 - 25.11.2022 20:00 (UTC)","333","n/e","n/e","n/e","2520","0","n/e","n/e","n/e","n/e","2427","1","1681","794","n/e","n/e","27","n/e","0","n/e","0","814"
"Portugal (PT)","25.11.2022 20:00 - 25.11.2022 21:00 (UTC)","335","n/e","n/e","n/e","2591","0","n/e","n/e","n/e","n/e","2364","1","1433","730","n/e","n/e","28","n/e","0","n/e","0","821"
"Portugal (PT)","25.11.2022 21:00 - 25.11.2022 22:00 (UTC)","336","n/e","n/e","n/e","2461","0","n/e","n/e","n/e","n/e","1949","1","1144","842","n/e","n/e","27","n/e","0","n/e","1","1042"
"Portugal (PT)","25.11.2022 22:00 - 25.11.2022 23:00 (UTC)","335","n/e","n/e","n/e","2311","0","n/e","n/e","n/e","n/e","797","2","1047","878","n/e","n/e","27","n/e","0","n/e","4","1377"
"Portugal (PT)","25.11.2022 23:00 - 26.11.2022 00:00 (UTC)","331","n/e","n/e","n/e","2380","0","n/e","n/e","n/e","n/e","1113","219","961","565","n/e","n/e","27","n/e","0","n/e","7","1494"
"Portugal (PT)","26.11.2022 00:00 - 26.11.2022 01:00 (UTC)","331","n/e","n/e","n/e","2171","0","n/e","n/e","n/e","n/e","1096","387","822","509","n/e","n/e","27","n/e","0","n/e","12","1614"
"Portugal (PT)","26.11.2022 01:00 - 26.11.2022 02:00 (UTC)","334","n/e","n/e","n/e","2345","0","n/e","n/e","n/e","n/e","433","174","518","672","n/e","n/e","26","n/e","0","n/e","13","1585"
"Portugal (PT)","26.11.2022 02:00 - 26.11.2022 03:00 (UTC)","326","n/e","n/e","n/e","2201","0","n/e","n/e","n/e","n/e","255","468","1008","381","n/e","n/e","26","n/e","0","n/e","10","1759"
"Portugal (PT)","26.11.2022 03:00 - 26.11.2022 04:00 (UTC)","319","n/e","n/e","n/e","2328","0","n/e","n/e","n/e","n/e","328","528","1036","241","n/e","n/e","26","n/e","0","n/e","18","1784"
"Portugal (PT)","26.11.2022 04:00 - 26.11.2022 05:00 (UTC)","304","n/e","n/e","n/e","2338","0","n/e","n/e","n/e","n/e","270","111","935","241","n/e","n/e","26","n/e","0","n/e","17","1698"
"Portugal (PT)","26.11.2022 05:00 - 26.11.2022 06:00 (UTC)","310","n/e","n/e","n/e","2363","0","n/e","n/e","n/e","n/e","274","65","912","240","n/e","n/e","26","n/e","0","n/e","15","1762"
"Portugal (PT)","26.11.2022 06:00 - 26.11.2022 07:00 (UTC)","307","n/e","n/e","n/e","2446","0","n/e","n/e","n/e","n/e","599","64","691","305","n/e","n/e","25","n/e","0","n/e","16","1797"
"Portugal (PT)","26.11.2022 07:00 - 26.11.2022 08:00 (UTC)","317","n/e","n/e","n/e","2394","0","n/e","n/e","n/e","n/e","705","3","898","435","n/e","n/e","26","n/e","27","n/e","13","1626"
"Portugal (PT)","26.11.2022 08:00 - 26.11.2022 09:00 (UTC)","333","n/e","n/e","n/e","2381","0","n/e","n/e","n/e","n/e","663","3","895","689","n/e","n/e","26","n/e","351","n/e","8","1422"
"Portugal (PT)","26.11.2022 09:00 - 26.11.2022 10:00 (UTC)","338","n/e","n/e","n/e","2289","0","n/e","n/e","n/e","n/e","451","37","788","254","n/e","n/e","27","n/e","801","n/e","5","1164"
"Portugal (PT)","26.11.2022 10:00 - 26.11.2022 11:00 (UTC)","338","n/e","n/e","n/e","2258","0","n/e","n/e","n/e","n/e","252","287","729","238","n/e","n/e","27","n/e","1030","n/e","15","1022"
"Portugal (PT)","26.11.2022 11:00 - 26.11.2022 12:00 (UTC)","336","n/e","n/e","n/e","2334","0","n/e","n/e","n/e","n/e","251","285","680","238","n/e","n/e","26","n/e","1121","n/e","10","865"
"Portugal (PT)","26.11.2022 12:00 - 26.11.2022 13:00 (UTC)","341","n/e","n/e","n/e","2343","0","n/e","n/e","n/e","n/e","250","3","617","349","n/e","n/e","27","n/e","1102","n/e","10","707"
"Portugal (PT)","26.11.2022 13:00 - 26.11.2022 14:00 (UTC)","338","n/e","n/e","n/e","2275","0","n/e","n/e","n/e","n/e","249","3","484","539","n/e","n/e","26","n/e","1020","n/e","8","579"
"Portugal (PT)","26.11.2022 14:00 - 26.11.2022 15:00 (UTC)","339","n/e","n/e","n/e","2383","0","n/e","n/e","n/e","n/e","361","3","504","310","n/e","n/e","26","n/e","817","n/e","5","370"
"Portugal (PT)","26.11.2022 15:00 - 26.11.2022 16:00 (UTC)","337","n/e","n/e","n/e","2390","0","n/e","n/e","n/e","n/e","394","3","442","546","n/e","n/e","27","n/e","493","n/e","8","349"
"Portugal (PT)","26.11.2022 16:00 - 26.11.2022 17:00 (UTC)","335","n/e","n/e","n/e","2373","0","n/e","n/e","n/e","n/e","1382","2","680","842","n/e","n/e","26","n/e","156","n/e","10","387"
"Portugal (PT)","26.11.2022 17:00 - 26.11.2022 18:00 (UTC)","334","n/e","n/e","n/e","2375","0","n/e","n/e","n/e","n/e","1824","2","1279","933","n/e","n/e","27","n/e","2","n/e","7","341"
"Portugal (PT)","26.11.2022 18:00 - 26.11.2022 19:00 (UTC)","335","n/e","n/e","n/e","2318","0","n/e","n/e","n/e","n/e","2113","2","1344","961","n/e","n/e","27","n/e","0","n/e","10","432"
"Portugal (PT)","26.11.2022 19:00 - 26.11.2022 20:00 (UTC)","335","n/e","n/e","n/e","2376","0","n/e","n/e","n/e","n/e","2075","2","1448","969","n/e","n/e","27","n/e","0","n/e","13","569"
"Portugal (PT)","26.11.2022 20:00 - 26.11.2022 21:00 (UTC)","335","n/e","n/e","n/e","2322","0","n/e","n/e","n/e","n/e","2057","2","1298","1004","n/e","n/e","27","n/e","0","n/e","12","690"
"Portugal (PT)","26.11.2022 21:00 - 26.11.2022 22:00 (UTC)","333","n/e","n/e","n/e","2343","0","n/e","n/e","n/e","n/e","1763","2","1105","958","n/e","n/e","26","n/e","0","n/e","15","783"
"Portugal (PT)","26.11.2022 22:00 - 26.11.2022 23:00 (UTC)","336","n/e","n/e","n/e","2330","0","n/e","n/e","n/e","n/e","690","3","989","854","n/e","n/e","27","n/e","0","n/e","19","859"
"Portugal (PT)","26.11.2022 23:00 - 27.11.2022 00:00 (UTC)","338","n/e","n/e","n/e","2186","0","n/e","n/e","n/e","n/e","363","3","1001","840","n/e","n/e","28","n/e","0","n/e","17","854"
"Portugal (PT)","27.11.2022 00:00 - 27.11.2022 01:00 (UTC)","340","n/e","n/e","n/e","2174","0","n/e","n/e","n/e","n/e","257","18","919","803","n/e","n/e","27","n/e","0","n/e","16","990"
"Portugal (PT)","27.11.2022 01:00 - 27.11.2022 02:00 (UTC)","337","n/e","n/e","n/e","2156","0","n/e","n/e","n/e","n/e","267","141","668","813","n/e","n/e","26","n/e","0","n/e","16","1180"
"Portugal (PT)","27.11.2022 02:00 - 27.11.2022 03:00 (UTC)","342","n/e","n/e","n/e","2219","0","n/e","n/e","n/e","n/e","284","716","577","729","n/e","n/e","26","n/e","0","n/e","18","1230"
"Portugal (PT)","27.11.2022 03:00 - 27.11.2022 04:00 (UTC)","338","n/e","n/e","n/e","2370","0","n/e","n/e","n/e","n/e","183","805","496","594","n/e","n/e","27","n/e","0","n/e","20","1146"
"Portugal (PT)","27.11.2022 04:00 - 27.11.2022 05:00 (UTC)","337","n/e","n/e","n/e","2460","0","n/e","n/e","n/e","n/e","182","809","415","604","n/e","n/e","26","n/e","0","n/e","23","1102"
"Portugal (PT)","27.11.2022 05:00 - 27.11.2022 06:00 (UTC)","338","n/e","n/e","n/e","2382","0","n/e","n/e","n/e","n/e","182","463","420","598","n/e","n/e","26","n/e","0","n/e","24","1151"
"Portugal (PT)","27.11.2022 06:00 - 27.11.2022 07:00 (UTC)","337","n/e","n/e","n/e","2330","0","n/e","n/e","n/e","n/e","339","11","594","801","n/e","n/e","25","n/e","0","n/e","25","1237"
"Portugal (PT)","27.11.2022 07:00 - 27.11.2022 08:00 (UTC)","335","n/e","n/e","n/e","2342","0","n/e","n/e","n/e","n/e","183","26","554","729","n/e","n/e","26","n/e","25","n/e","23","1284"
"Portugal (PT)","27.11.2022 08:00 - 27.11.2022 09:00 (UTC)","337","n/e","n/e","n/e","2295","0","n/e","n/e","n/e","n/e","181","242","543","657","n/e","n/e","25","n/e","281","n/e","24","1275"
